filename,date,article_id,sentence,label
Mor178274,17-12-2015,6422,"En cas de recidive  pour une  meme  infraction ou pour  une  infraction de  qualification  identique, dans un  delai  de  six  mois  qui  suit la date a laquelle  la  premiere decision de  condamnation est devenue definitive,  les  sanctions  prevues  par la presente loi sont portees au double.",1
Mor204692,18-2-2021,6962,"Dcret  n  2-20-641  du  23  rabii  II  1442  (9  dcembre  2020)  modifiant  et  compltant  le  dcret  n 2-16 -174  du  25joumada II 1437 (4 avril 2016) pris pour lapplication de  certaines dispositions de la loi n77-15 portant interdiction  de la fabrication, de limportation, de lexportation, de la  dtention, de la commercialisation et de lutilisation de  sacs plastiques.",0
Mor178302,,6522,"des cephalopodcs, des cspeccs demcrsales ct pelagiqucs ainsi  quc ccllc des coquillagcs ct des crustaccs sont interditcs pour  unc durec de trois (3)  ans au large des cotes de Marti] ct  pour  une durec de cinq (5)  ans au large des cotes d'Agadir dans lcs  zones maritimcs delirnitecs corn me suit:   A- au large de  Marti/:   A  : 35  40.",0
Mor178275,15-12-2016,6526,"CHAR GEE DE L'ENVIRONNEMENT,   Vu la loi  n 77-15  portant interdiction de la  fabrication,  de l'importation, de ('exportation, de la commercialisation et  de ('utilisation de sacs en matieres plastiques promulguee par  le dahir n  1-15-148 du 25  safar 1437  (7 decembre 2015);   officiel.",0
Mor178276,15-12-2016,6526,"'application de  certaines dispositions de la loin 77-15 portant interdiction  de la fabrication, de !",0
Mor178276,15-12-2016,6526,"'application  de  certaines  dispositions  de  la  loi  n  77-15  portant  interdiction  de  la  fabrication,  de  !",0
Mor178276,15-12-2016,6526,"LE  MINISTRE  DE  L'INDUSTRIE,  DU  COMMERCE  DE  L'INVESTISSEMENT ET DE L'ECONOMIE NUMERIQUE,   LE  MINISTRE  DE  L'AGRICULTURE  ET  DE  LA  PECHE   MARITIME,   Vu la loin 77-15  portant interdiction de la fabrication,  de !",0
Mor201900,16-7-2020,6900,"N 6900  24 kaada 1441 (16-7-2020)   BULLETIN OFFICIEL   1173  TEXTES GENERAUX  Dahir n 1-19-126 du 16 rabii II 1441 (13 dcembre 2019) portant  promulgation de la loi n 57-18 modifiant et compltant  la loi n 77-15 portant interdiction de la fabrication, de  limportation, de lexportation, de la commercialisation et  de lutilisation de sacs en matires plastiques.",0
Mor201900,16-7-2020,6900,"Que Notre Majest Chrifienne,  Vu la Constitution, notamment ses articles 42 et 50,  A DCID CE QUI SUIT :  Est promulgue et sera publie au Bulletin officiel,  la  suite du prsent dahir, la loi n 57-18 modifiant et compltant  la  loi  n  77-15  portant  interdiction  de  la  fabrication,  de  limportation, de lexportation, de la commercialisation et de  lutilisation de sacs en matires plastiques, telle quadopte par  la Chambre des reprsentants et la Chambre des conseillers.",0
Mor201900,16-7-2020,6900,"* *   * Loi n 57-18  modifiant et compltant la loi n77-15 portant interdiction de  la fabrication, de limportation, de lexportation,  de la commercialisation et de lutilisation  de sacs en matires plastiques  Article premier  Lintitul  de  la  loi  n77-15  portant  interdiction  de  la  fabrication,  de  limportation,  de  lexportation,  de  la  commercialisation  et  de  lutilisation  de  sacs  en  matires  plastiques promulgue par le dahir n 1-15-148 du 25 safar 1437  (7 dcembre 2015) est modifie comme suit:    Loi  n77-15  portant  interdiction  de  la  fabrication,  de limportation, de lexportation, de la dtention, de la  commercialisation et de lutilisation de sacs plastiques.",0
Mor201900,16-7-2020,6900,"Il est interdit de dtenir les matires    premires plastiques, les rouleaux en plastique ou les matires   issues du recyclage du plastique en vue de la fabrication des     sacs  plastiques  prvus  au  paragraphe  4  de  larticle  1   ci-dessus.",0
Mor201900,16-7-2020,6900,Il  est  interdit  au  fabricant  ou    limportateur des sacs plastiques  usage industriel dont les  caractristiques techniques sont fixes par voie rglementairede  fournir ces sacs  des personnes autres que les personnes   qui les utilisentpour les fins pour lesquelles ils sont destins.,0
Mor201900,16-7-2020,6900,"Si ces lieux sont galement   utiliss  comme  rsidence,  lopration  dinspection  est  effectue conformment aux dispositions des articles 59, 60  et 62 de la loi n 22-01 relative au code de procdure pnale ;     b)  saisir  les  sacs  plastiques  interdits,  les  matires  premires plastiques, les rouleaux en plastique, les matires  issues du recyclage du plastique, ainsi que les matriels et  quipements qui ont servi ou devaient servir  linfraction ;  c) saisir les documents ncessaires pour prouver les   Les objets saisis sont mis  la disposition du ministre   infractions.",0
Mor201900,16-7-2020,6900,Est punie dune amende de 200.,1
Mor201900,16-7-2020,6900,Est  punie  dune  amende  de  10.,1
Mor201900,16-7-2020,6900,Est punie galement de la mme amende toute personne  qui fabrique les sacs plastiques mentionns  lalina prcdent   sans respecter les caractristiques techniques fixes par le  texte rglementaire pris pour lapplication des dispositions  de larticle 14 de la prsente loi.,1
Mor201900,16-7-2020,6900,Est punie dune amende de 100.,1
Mor201900,16-7-2020,6900,Est punie galement dune amende de 50.,1
Mor201900,16-7-2020,6900,Est punie dune amende de 10.,1
Mor201900,16-7-2020,6900,Est punie dune amende de 100.,1
Mor201900,16-7-2020,6900,Est punie dune amende de 50.,1
Mor201900,16-7-2020,6900,"Sans prjudice des dispositions pnales  plus svres, est punie dune amende de 50.",1
mor134795,1-8-2013,,2236-13 du 6 ramadan 1434 (15 juillet 2013) relatlf a I'interdiction temporaire de peche et de ramassage du couteau de mer et de la coque dans la baie de Dakhla.,0
mor134795,1-8-2013,,"- La peche et Ie ramassage du couteau de mer de l'espece Solen marginatus et de la coque de I'espece Cerestoderms edule sont interdits du 1er aout au 30 novembre de chaque annee, dans la baie de Dakhla telle que situee au Nord de la latitude 2335' Nord ( la pointe de la Sarga).",0
mor134795,1-8-2013,,"Toutefois, durant cette periode, l'Institut national de recherche halieutique peut etre autorise, conformement a ses programmes de recherche scientifique, a pratiquer la peche et Ie ramassage du couteau de mer et de la coque dans la zone maritime sus-indiquee en vue de prelever des echantillons, L'autorisation delivree a cet effet par Ie Directeur des peches maritimes et de l'aquaculture fixe notamment sa duree de validite, les lieux de prelevement autorises, les engins de peche ou instruments de ramassage pouvant etre utilises ainsi que les quantites de couteau de mer et coque dont Ie prelevement est permis.",0
Mor178277,15-12-2016,6526,"'application de  certaines dispositions de la loin 77-15 portant interdiction  de la fabrication, de !",0
Mor178277,15-12-2016,6526,"LE  MINISTRE  DE  L'INDUSTRIE,  DU  COMMERCE  DE  L'INVESTISSEMENT ET DE L'ECONOMIE NUMERIQUE,   LE  MINISTRE  DE  L'AGRICULTURE  ET  DE  LA  PECHE   MARITIME,   Vu la loin 77-15  portant interdiction de la fabrication,  de !",0
Mor178277,15-12-2016,6526,"'application  de  certaines  dispositions  de  la  loi  n  77-15  portant  interdiction  de  la  fabrication,  de  !",0
mor96784,4-2-2010,,'interdiction temporaire de peche et de ramassage de Pechinoderme de I'espece  paracentrotus livid us  (oursin de mer) dans les eaux maritimes marocaines.,0
mor96784,4-2-2010,,"interdits, du ler avril au 14 novembre inclus,  ramassage  peche  Ie  et  (Le teste sans modification)  ART, 2, - Le present arrete sera publie au Bulletin oiiiciel.",0
Mnc181204,05-08-2016,8289,988 du 22 juillet 2016 portant interdiction de la fabrication et de la transformation de matriaux conte  Ordonnance Souveraine n 5.,0
Mnc181204,05-08-2016,8289,"Sont interdites la fabrication, la transformation, limportation, lexportation, la mise sur le march national, la dtention en vue de la vente, loffre, la vente et la cession  quelque titre que ce soit de toutes varits de fibres damiante, que ces substances soient ou non  incorpores dans des matriaux, produits ou dispositifs.",0
Mnc181204,05-08-2016,8289,Les interdictions prvues  lalina prcdent ne font pas obstacle  laccomplissement des obligations rsultant de llimination des  Art.,0
Mnc181204,05-08-2016,8289,"Linterdiction de dtention en vue de la vente, de mise en vente, de cession  quelque titre que ce soit ne sapplique pas aux vhicules  automobiles doccasion, ni aux vhicules, matriels et appareils agricoles et forestiers doccasion mis en circulation avant le 1er janvier  1997  lexception de ceux dont les plaquettes de freins  disque contiennent de lamiante.",0
Mnc181204,05-08-2016,8289,"Cette interdiction ne sapplique ni aux vhicules automobiles, ni aux vhicules, matriels et appareils agricoles et forestiers cds en vue  Toute infraction aux dispositions de la prsente ordonnance est punie conformment aux articles 6  8 de la loi n 954 du 19 avril 1974,  Notre Secrtaire dEtat, Notre Directeur des Services Judiciaires et Notre Ministre dEtat sont chargs, chacun en ce qui le concerne, de lexcution de la prsente ordonnance.",0
Mnc181204,05-08-2016,8289,988 du 22 juillet 2016 portant interdiction de la fabrication et de la transformation de matriaux conte  ALBERT.,0
Mnc181193,22-12-2017,8361,"- Au sens du prsent Code les expressions suivantes dsignent :    cosystme  : le complexe dynamique form de communauts de plantes, d'animaux et de micro-organismes et de leur biotope qui,  par leurs interactions, forment une unit fonctionnelle.",0
Mnc181193,22-12-2017,8361,"- L'tude des incidences sur l'environnement, conue et prpare selon une mthode scientifique, identifie, dcrit et  value de manire approprie, en fonction de chaque cas particulier, les effets directs et indirects, temporaires et permanents, d'un  projet sur :   -         l'homme, la faune, la flore ;   -         le sol, le sous-sol, l'eau, l'air, le climat, le paysage ;   -         les biens matriels, le patrimoine culturel et historique ;   -         les interactions entre les lments susviss.",0
Mnc181193,22-12-2017,8361,- L'introduction ou la rintroduction intentionnelle d'espces terrestres ou aquatiques dans le milieu naturel est interdite.,0
Mnc181193,22-12-2017,8361,"- Sont interdites ou soumises  prescriptions dans les conditions dfinies par arrt ministriel la vente, la dtention ou  l'utilisation de moyens et mthodes de rgulation des populations, ainsi que de moyens de capture et de pigeage des animaux.",0
Mnc181193,22-12-2017,8361,"On entend par seuils de pollution, le niveau maximal de concentration de substances polluantes prsentes dans l'atmosphre, fixes sur  la base des connaissances scientifiques, au-del duquel les rejets directs ou indirects dans l'atmosphre sont interdits ou limits, dans le  but de prvenir ou de rduire les effets nocifs sur la sant humaine ou l'environnement.",0
Mnc181193,22-12-2017,8361,"- Aux fins d'viter l'altration des eaux destines  la consommation humaine, l'Ordonnance Souveraine portant  dclaration d'intrt public tablit, autour du ou des points de prlvement, des primtres de protection  l'intrieur desquels est  interdite ou rglemente toute activit ou toute installation susceptible de nuire  la qualit de ces eaux.",0
Mnc181193,22-12-2017,8361,"Il est interdit d'utiliser les cavits naturelles pour le rejet ou le stockage de dchets, de matires, de prparations ou de substances  dangereuses telles que dfinies  l'article L.",0
Mnc181193,22-12-2017,8361,"/ Journal 8361 / Anne 2017 / Journaux / Accueil - Journal de  quelque forme que ce soit, de produits gnrateurs de dchets peuvent tre, par Ordonnance Souveraine, soit interdites, soit  Le Ministre d'tat peut faire obligation aux producteurs, importateurs et distributeurs des produits viss  l'alina prcdent de pourvoir  rglementes en vue de faciliter la gestion desdits dchets.",0
Mnc181193,22-12-2017,8361,"- Sans prjudice de rglementations particulires, sont interdites l'introduction, la fabrication, l'utilisation, la vente, la  location de produits, substances, engins, matriels, quipements, machines ou vhicules qui prsentent un risque technologique lev.",0
Mnc181193,22-12-2017,8361,"Sont interdits, dans les espaces publics, tout dpt ou tout rejet, commis volontairement ou par ngligence, d'objets de toute nature, de  dtritus ou de salissures diverses.",0
Mnc181193,22-12-2017,8361,"- Est interdit tout bruit, caus sans ncessit ou d  un dfaut de prcaution, de nature  troubler la tranquillit publique.",0
Mnc181193,22-12-2017,8361,"- Est interdit tout bruit particulier, caus volontairement ou par ngligence qui, par sa dure, sa rptition ou son intensit,  est de nature  troubler la tranquillit du voisinage ou  porter atteinte  la sant humaine, qu'une personne en soit elle-mme  l'origine  ou que ce soit par l'intermdiaire d'une autre personne dont elle doit rpondre, d'une chose dont elle a la garde ou d'un animal plac  sous sa responsabilit.",0
Mnc181193,22-12-2017,8361,- Sont interdites ou limites les missions sonores qui entranent un dpassement des normes et seuils tablis en vertu  de l'article prcdent.,0
Mnc181193,22-12-2017,8361,"- Tout dispositif publicitaire, toute enseigne ou toute antenne est interdit dans les lieux dtermins par arrt ministriel et  notamment sur les arbres et dans les aires spcialement protges.",0
Mnc181193,22-12-2017,8361,"454-2, est puni de l'amende prvue au chiffre 3 de l'article 26 du Code pnal dont le maximum peut tre port au  quintuple, ou au double du montant des travaux dj effectus, ou au double du montant du profit ventuellement ralis.",1
Mnc181193,22-12-2017,8361,"- Sont punis de la peine prvue  l'article prcdent :   1)      ceux qui se livrent ou tentent de se livrer  une activit rgie par le prsent Code ou les textes pris pour son application alors que  l'autorisation dont ils taient titulaires a t rvoque ou frappe de caducit ou que leur dclaration a t suspendue ou prive d'effets ;   2)      ceux qui se livrent ou tentent de se livrer  des activits rgies par le prsent Code ou les textes pris pour son application autres  que celles dclares ou autorises, ou qui excdent les limites fixes par leur autorisation ou enfreignent les prescriptions qui y sont  nonces ;   L.",1
Mnc181193,22-12-2017,8361,"- Sont punis d'un emprisonnement de un  six mois et de l'amende prvue au chiffre 4 de l'article 26 du Code pnal ou  de l'une de ces deux peines seulement ceux qui entravent ou tentent d'entraver les contrles ou les investigations mis en uvre, en  vertu des articles L.",1
Mnc181193,22-12-2017,8361,"- Sont punis de l'amende prvue au chiffre 3 de l'article 26 du Code pnal ceux qui mconnaissent, lorsque le prsent  Code ou ses textes d'application le prvoient, toute obligation d'information de l'autorit administrative comptente mise  leur charge,  notamment par les articles L.",1
Mnc181193,22-12-2017,8361,"Sont punis de l'amende prvue au chiffre 4 de l'article 26 du Code pnal ceux qui, sciemment, fournissent des informations inexactes   l'autorit administrative comptente dans le cadre de procdures rgies par le prsent Code ou ses textes d'application.",1
Mnc181193,22-12-2017,8361,"- Sans prjudice des peines prvues par la lgislation relative aux marques de fabrique, de commerce ou de service, est  puni de l'amende prvue au chiffre 3 de l'article 26 du Code pnal, quiconque a :   1)      utilis ou tent d'utiliser le label cologique institu par l'article L.",1
Mnc181193,22-12-2017,8361,- Sont punis de l'amende prvue au chiffre 2 de l'article 26 du Code pnal dont le maximum peut tre port au quintuple  ou jusqu'au double du montant du profit ventuellement ralis ceux qui enfreignent les dispositions ou rgles dictes en vertu des  articles L.,1
Mnc181193,22-12-2017,8361,- Sont punis de l'amende prvue au chiffre 3 de l'article 29 du Code pnal ceux qui se livrent  des dpts ou effectuent  des rejets en mconnaissance de l'article L.,1
Mnc181193,22-12-2017,8361,"- En cas de rcidive dans un dlai de cinq ans, est puni :   1)      d'un emprisonnement de six mois  deux ans et de l'amende prvue au chiffre 4 de l'article 26 du Code pnal dont le maximum  peut tre port au quintuple ou jusqu'au montant du profit ventuellement ralis l'auteur des infractions prvues aux articles L.",1
mor1493,23-11-1973,23-11-1973,"Toutefois,  l'interdiction  d'employer  ces  filets  dans  certaines  tendues  de  la  zone conomiqueexclusivepourratreprononcetemporairementpardcret.",0
mor1493,23-11-1973,23-11-1973,"Article  18   Il  est  interdit  de  jeter  intentionnellement  dans  les  eaux  de  la  mer  toute substanceouappttoxiquesusceptiblesoitd'infecter,d'enivreroud'empoisonner des poissons,mollusques,oursinsoucrustacs,soitd'infecteroudepolluerleseaux.",0
